date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-21:24:18,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,2.5,1000,5,4.1609,0.83218,0.808268,0.0506661,1
2024-12-04-21:24:22,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,2.5,1000,5,3.56141,0.712282,0.717354,0.0335441,1
2024-12-04-21:24:28,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,2.5,1000,5,4.47727,0.895455,0.906751,0.0408496,1
2024-12-04-21:24:39,pointer <Lpoint64> unsorted,10000000,neighSearch,Sphere,5,1000,5,9.70105,1.94021,1.97028,0.1161,1
2024-12-04-21:24:53,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,5,1000,5,10.9463,2.18926,2.18414,0.103791,1
2024-12-04-21:25:04,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,5,1000,5,9.80378,1.96076,1.98692,0.0598025,1
2024-12-04-21:25:18,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,5,1000,5,11.4406,2.28812,2.27289,0.0907447,1
2024-12-04-21:25:18,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.113847,0.0227694,0.0217716,0.00253355,1
2024-12-04-21:25:19,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.318491,0.0636981,0.0640651,0.00193942,1
2024-12-04-21:25:19,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.152452,0.0304904,0.0305508,0.00060755,1
2024-12-04-21:25:19,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,0.5,1000,5,0.353655,0.070731,0.0683556,0.00416959,1
2024-12-04-21:25:20,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,1,1000,5,0.468927,0.0937853,0.0934284,0.00259522,1
2024-12-04-21:25:21,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,1,1000,5,0.835618,0.167124,0.167593,0.00415569,1
2024-12-04-21:25:21,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,1,1000,5,0.473352,0.0946704,0.0953003,0.00368108,1
2024-12-04-21:25:22,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,1,1000,5,0.808781,0.161756,0.164874,0.0085153,1
2024-12-04-21:25:25,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,2.5,1000,5,2.35854,0.471708,0.457187,0.0260985,1
2024-12-04-21:25:29,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,2.5,1000,5,2.91732,0.583464,0.597186,0.0230105,1
