date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-13:24:15,pointer <Lpoint> sorted,29697591,numNeighSearch,Sphere,0.1,1000,5,0.329066,0.0658132,0.0680023,0.00316468,1
2024-12-04-13:24:16,pointer <Lpoint> sorted,29697591,numNeighSearch,Circle,0.1,1000,5,0.644452,0.12889,0.127869,0.0050257,1
2024-12-04-13:24:16,pointer <Lpoint> sorted,29697591,numNeighSearch,Cube,0.1,1000,5,0.364967,0.0729934,0.0732288,0.00141445,1
2024-12-04-13:24:17,pointer <Lpoint> sorted,29697591,numNeighSearch,Square,0.1,1000,5,0.659833,0.131967,0.133816,0.00285474,1
2024-12-04-13:24:18,pointer <Lpoint> sorted,29697591,numNeighSearch,Sphere,0.2,1000,5,0.927421,0.185484,0.187625,0.0050248,1
2024-12-04-13:24:20,pointer <Lpoint> sorted,29697591,numNeighSearch,Circle,0.2,1000,5,1.45958,0.291916,0.291659,0.00558137,1
2024-12-04-13:24:21,pointer <Lpoint> sorted,29697591,numNeighSearch,Cube,0.2,1000,5,0.854441,0.170888,0.171479,0.00624774,1
2024-12-04-13:24:23,pointer <Lpoint> sorted,29697591,numNeighSearch,Square,0.2,1000,5,1.51697,0.303394,0.303691,0.00361368,1
2024-12-04-13:24:27,pointer <Lpoint> sorted,29697591,numNeighSearch,Sphere,0.5,1000,5,3.43064,0.686127,0.670694,0.0401569,1
2024-12-04-13:24:33,pointer <Lpoint> sorted,29697591,numNeighSearch,Circle,0.5,1000,5,5.39338,1.07868,1.07695,0.0204569,1
2024-12-04-13:24:38,pointer <Lpoint> sorted,29697591,numNeighSearch,Cube,0.5,1000,5,3.54744,0.709487,0.700672,0.0249986,1
2024-12-04-13:24:44,pointer <Lpoint> sorted,29697591,numNeighSearch,Square,0.5,1000,5,5.43822,1.08764,1.1039,0.0321464,1
2024-12-04-13:24:56,pointer <Lpoint> sorted,29697591,numNeighSearch,Sphere,1,1000,5,10.1786,2.03573,2.02427,0.0237468,1
2024-12-04-13:25:16,pointer <Lpoint> sorted,29697591,numNeighSearch,Circle,1,1000,5,16.1443,3.22885,3.23163,0.0250069,1
2024-12-04-13:25:28,pointer <Lpoint> sorted,29697591,numNeighSearch,Cube,1,1000,5,10.2229,2.04458,2.04554,0.0238639,1
2024-12-04-13:25:47,pointer <Lpoint> sorted,29697591,numNeighSearch,Square,1,1000,5,15.9697,3.19394,3.19245,0.014696,1
2024-12-04-13:27:04,pointer <Lpoint64> unsorted,29697591,neighSearch,Sphere,0.1,1000,5,0.459997,0.0919995,0.0921827,0.00328181,1
2024-12-04-13:27:05,pointer <Lpoint64> unsorted,29697591,neighSearch,Circle,0.1,1000,5,0.821606,0.164321,0.165255,0.00420126,1
2024-12-04-13:27:05,pointer <Lpoint64> unsorted,29697591,neighSearch,Cube,0.1,1000,5,0.466508,0.0933015,0.092905,0.00231733,1
2024-12-04-13:27:06,pointer <Lpoint64> unsorted,29697591,neighSearch,Square,0.1,1000,5,0.78857,0.157714,0.159723,0.00885309,1
2024-12-04-13:27:08,pointer <Lpoint64> unsorted,29697591,neighSearch,Sphere,0.2,1000,5,1.19329,0.238659,0.239526,0.00539114,1
2024-12-04-13:27:10,pointer <Lpoint64> unsorted,29697591,neighSearch,Circle,0.2,1000,5,1.75208,0.350416,0.353562,0.00814711,1
2024-12-04-13:27:11,pointer <Lpoint64> unsorted,29697591,neighSearch,Cube,0.2,1000,5,1.09473,0.218946,0.220239,0.00461505,1
2024-12-04-13:27:13,pointer <Lpoint64> unsorted,29697591,neighSearch,Square,0.2,1000,5,1.82346,0.364692,0.364881,0.00955075,1
2024-12-04-13:27:18,pointer <Lpoint64> unsorted,29697591,neighSearch,Sphere,0.5,1000,5,3.92557,0.785113,0.774826,0.0334643,1
2024-12-04-13:27:24,pointer <Lpoint64> unsorted,29697591,neighSearch,Circle,0.5,1000,5,5.21275,1.04255,1.05298,0.0329394,1
2024-12-04-13:27:29,pointer <Lpoint64> unsorted,29697591,neighSearch,Cube,0.5,1000,5,3.86977,0.773953,0.771396,0.0076536,1
